Molecule ChEMBL ID,Smiles,Standard Type,Standard Value,Standard Units
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,430000,nM
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,780,nM
CHEMBL4097555,COc1cc(C2CC(c3ccc(Nc4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)=NN2C(C)=O)cc(OC)c1OC,IC50,2860,nM
CHEMBL4063273,COc1cc(/C=C/C(=O)c2ccc(Nc3nc(N4CCOCC4)nc(N4CCOCC4)n3)cc2)cc(OC)c1OC,IC50,870,nM
CHEMBL1797308,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2C1,IC50,40000,nM
CHEMBL404313,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,IC50,40000,nM
CHEMBL3774439,CCCCNC(=O)Oc1cccc(-c2ccc(C(C)C(=O)O)cc2F)c1,IC50,100000,nM
CHEMBL6,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,IC50,11070,nM
CHEMBL3952057,COc1ccc(-c2ncn(CC(=O)N3CCN(C)CC3)c2-c2ccc(OC)cc2)cc1,IC50,8320,nM
CHEMBL3934363,COc1ccc(-c2ncn(CC(=O)N3CCOCC3)c2-c2ccc(OC)cc2)cc1,IC50,9120,nM
CHEMBL1288695,Cc1c(Cl)cc2c(c1C)O[C@H](C(F)(F)F)C(C(=O)O)=C2,IC50,30,nM
CHEMBL3883560,Cc1ccc(-c2cc(C(=O)NCCCCCCCC(=O)NO)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,,
CHEMBL1034,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl.[Na+],IC50,840,nM
CHEMBL320330,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cncc(Br)c2)cc1,IC50,950,nM
CHEMBL321182,Cc1cc(F)ccc1C1=C(c2ccc(S(C)(=O)=O)cc2)CCC1,IC50,75,nM
CHEMBL4761194,COc1ccc(OC)c(/C=N/Nc2nc(-c3ccc(S(C)(=O)=O)cc3)cs2)c1,IC50,239,nM
CHEMBL56367,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,IC50,1684,nM
CHEMBL4857562,Cc1ccccc1-c1cc(C)n(S(=O)(=O)Oc2ccccc2)n1,IC50,11130,nM
CHEMBL4755060,Fc1ccc(CNc2nc(/C=C/c3ccccc3)nc3cc(-c4cccs4)ccc23)cc1F,IC50,50000,nM
CHEMBL371477,NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2CF)cc1,IC50,2,nM
CHEMBL139,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,IC50,2700,nM
CHEMBL391533,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,IC50,40000,nM
CHEMBL430783,NS(=O)(=O)c1ccc(-c2coc(=O)n2-c2ccccc2F)cc1,IC50,2200,nM
CHEMBL4747321,O=C(/C=C/c1ccc(O)c(O)c1)NNC(=O)COc1cccnc1,IC50,5000,nM
CHEMBL26915,COc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Cl)cc2)cc1,IC50,3300,nM
CHEMBL29439,CNc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,16,nM
CHEMBL29257,NS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(F)cc2)cc1,IC50,10,nM
CHEMBL4291092,O=c1c2ccccc2nc(SCc2cn(-c3ccc(Br)cc3)nn2)n1-c1ccc(Cl)cc1,IC50,240,nM
CHEMBL4278472,COc1ccc(-c2cc(CSc3nc4ccccc4c(=O)n3-c3ccccc3)on2)cc1,IC50,370,nM
CHEMBL4291293,COc1ccc(-c2cc(CSc3nc4ccccc4c(=O)n3-c3ccc(Br)cc3)on2)cc1OC,IC50,340,nM
CHEMBL4173245,CS(=O)(=O)c1ccc(NC(=O)NNC(=S)NCc2ccccc2)cc1,IC50,,
CHEMBL4535881,O=C(Nc1ccccc1)Nc1nnc(-c2cccnc2)o1,IC50,170,nM
CHEMBL26915,COc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Cl)cc2)cc1,IC50,74900,nM
CHEMBL70681,CCOC1=C(c2ccc(S(C)(=O)=O)cc2)C(C)(C)OC1=O,IC50,23000,nM
CHEMBL185246,CS(=O)(=O)c1ccc2c(Sc3ccc(F)cc3)c(C(=O)O)[nH]c2c1,IC50,40000,nM
CHEMBL67759,CS(=O)(=O)c1ccc(-c2occ(Cl)c(=O)c2-c2ccc(F)cc2F)cc1,IC50,1386117.35,nM
CHEMBL3885245,COc1ccc2c(c1)c(CC(=O)NCCCCCCCC(=O)NO)c(C)n2C(=O)c1ccc(Cl)cc1,IC50,,
CHEMBL4538175,CS(=O)(=O)c1ccc(-c2nnnn2-c2ccc(CCO)cc2)cc1,IC50,70000,nM
CHEMBL4461324,CS(=O)(=O)c1ccc(-c2nnnn2-c2ccc(CO)cc2)cc1,IC50,500000,nM
CHEMBL3910569,O=C(CNc1nc(-c2ccccc2)c(-c2ccccc2)s1)N1CCCCC1,IC50,15120,nM
CHEMBL3927064,COc1ccc(C2CC(c3ccccc3OC)=NN2c2ccc(C(=O)O)cc2)cc1,IC50,100000,nM
CHEMBL4475349,COc1ccc(-c2noc(CBr)c2-c2ccc(OC)cc2)cc1,IC50,180,nM
CHEMBL3402325,COc1ccc2cc(C(C)c3nc4s/c(=C\c5ccc(-c6ccccc6)cc5)c(=O)n4n3)ccc2c1,IC50,100000,nM
CHEMBL3402334,COc1ccc2cc(C(C)c3nc4s/c(=C\c5ccc(Br)s5)c(=O)n4n3)ccc2c1,IC50,17300,nM
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,40,nM
CHEMBL551148,CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nc(NCc3ccc(F)cc3)n2)cc1,IC50,7,nM
CHEMBL4062140, SF-1013,O=C(O)C1=Cc2cc(S(F)(F)(F)(F)F)ccc2O[C@H]1C(F)(F)F,'=',302
CHEMBL4566953,CC1(C)[C@@H](O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2CC=C2[C@@H]3C[C@@](C)(CO)CC[C@]3(C)CC[C@]21C,IC50,40000,nM
CHEMBL518475,C[C@H]1[C@H](C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,IC50,40000,nM
CHEMBL3576978,Cc1ccc(S(=O)(=O)n2cc(C(=O)C(=O)N[C@H](Cc3c[nH]c4ccccc34)C(=O)NCC(=O)O)c3ccccc32)cc1,IC50,1000,nM
CHEMBL1235806,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Br)cc2)cc1,IC50,50,nM
CHEMBL4075294, SF-1004,O=C(O)C1=Cc2cc(S(F)(F)(F)(F)F)cc(Br)c2O[C@H]1C(F)(F)F,'=',340
CHEMBL4170508,CS(=O)(=O)c1ccc(C2C(c3ccccc3)=NOC23COc2ccccc2C3=O)cc1,IC50,90,nM
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,60,nM
CHEMBL4639953,COC(=O)[C@@H](N)Cc1ccc(Oc2nc(Cl)nc(N3CCCCC3)n2)cc1,IC50,5000,nM
CHEMBL267744,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,IC50,,
CHEMBL1939437,O=C(O)/C=C/c1ccc2c(c1)O[C@@H](C(=O)O)[C@@H](c1ccc(O)c(O)c1)O2,IC50,52600,nM
CHEMBL4294497,COc1ccc(-n2c(SCc3cn(-c4ccccc4)nn3)nc3ccccc3c2=O)cc1,IC50,1040,nM
CHEMBL3596280,COc1ccc([C@H]2C(CN3CCN(c4ccc(OC)cc4)CC3)=NO[C@@H]3CCCC[C@H]23)cc1,IC50,1700,nM
CHEMBL4167700,O=C1COCCN1c1ccc(Nc2nc(Cl)nc(N3CCCC3)n2)cc1,IC50,60,nM
CHEMBL4293397,COc1cc(C2CC(=O)c3c(cc4c(c3O)C=CC(C)(CCC=C(C)C)O4)O2)cc(OC)c1O,IC50,,
CHEMBL3965079,Cc1ccc(C2CC(C(C)(C)C)=NN2c2ccc(C(=O)O)cc2)cc1,IC50,100000,nM
CHEMBL4474324,COC(=O)CNC(=O)[C@H](C)NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](C)N,IC50,100,nM
CHEMBL4465261,CCOc1ccc(-c2cc(C(=O)N3CCOCC3)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,2990,nM
CHEMBL4473603,NS(=O)(=O)c1ccc(-n2nc(C(=O)OCCCN3CCOCC3)cc2-c2ccccc2)cc1,IC50,560,nM
CHEMBL4216426,COC(=O)COc1ccc(/C=C/c2ccc(Cl)cc2)cc1,IC50,7522,nM
CHEMBL4213360,O=[N+]([O-])c1ccc(/C=C/c2cc(O)c(O)c(O)c2)cc1,IC50,279,nM
CHEMBL4856711,Cc1ccc(Nc2ccccc2C(=O)NCCc2c[nH]c3ccccc23)cc1,IC50,5960,nM
CHEMBL4869963,CCCCc1ccc(Nc2ccccc2C(=O)NCCc2c[nH]c3ccccc23)cc1,IC50,40000,nM
CHEMBL3747612,NS(=O)(=O)c1ccc(N2N=C(C(=O)O)CC2c2ccco2)cc1,IC50,3560,nM
CHEMBL4210856,COc1ccc(-c2nc3cc(NC(=O)c4ccc([N+](=O)[O-])cc4Cl)ccc3o2)cc1OC,IC50,460,nM
CHEMBL4758065,Clc1ccc(COc2nc3ccccc3s2)cc1,IC50,770,nM
CHEMBL424,O=C(O)c1ccccc1O,IC50,40000,nM
CHEMBL4739960,CCCCCc1cccc(OC)c1O,IC50,4650,nM
CHEMBL4785750,COc1ccccc1/C=N/Nc1nc(-c2ccc(S(C)(=O)=O)cc2)cs1,IC50,100000,nM
CHEMBL4745350,CS(=O)(=O)c1ccc(-c2csc(N/N=C/c3ccc(O)cc3O)n2)cc1,IC50,100000,nM
CHEMBL1235806,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Br)cc2)cc1,IC50,9.3,nM
CHEMBL4098600,CC(=O)c1cccc(OC(=O)c2c(-c3ccccc3)sc3c2CCCC3)c1,IC50,310,nM
CHEMBL4777820,COC(=O)CC1N(C(=O)Nc2nccs2)C(=O)c2ccccc2S1(=O)=O,IC50,459700,nM
CHEMBL43645,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2ccccc2F)cc1,IC50,398.11,nM
CHEMBL324700,CCS(=O)(=O)c1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)cc1,IC50,10000,nM
CHEMBL4529762,Brc1ccc(-c2nnc(CSc3nnc(-c4ccncc4)o3)o2)cc1,IC50,53,nM
CHEMBL4475508,O=[N+]([O-])c1ccc(/C=N/c2nnc(-c3ccccc3)o2)cc1,IC50,94,nM
CHEMBL521,CC(C)Cc1ccc(C(C)C(=O)O)cc1,IC50,3300,nM
CHEMBL329052,COc1ccc2c(c1)c(CC(=O)OC(C)C)c(C)n2C(=O)c1ccc(Cl)cc1,IC50,250,nM
CHEMBL49319,CC(C)(O)COc1ncc(C(F)(F)F)cc1-c1ccc(S(C)(=O)=O)cc1,IC50,200,nM
CHEMBL148691,CCSc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)c(CO)c2)cc1,IC50,51200,nM
CHEMBL302950,O=Cc1ccc(-c2ccsc2-c2ccc(F)cc2)cc1,IC50,30000,nM
CHEMBL42485,CS(=O)(=O)c1ccc(-c2cc(Br)sc2-c2ccc(F)cc2)cc1,IC50,7,nM
CHEMBL4784956,CC(=O)c1nnn(-c2ccc(F)cc2)c1C,IC50,230,nM
CHEMBL280601,NS(=O)(=O)c1ccc(-n2ncc([N+](=O)[O-])c2-c2ccccc2)cc1,IC50,288.4,nM
CHEMBL289813,Cc1c(C=O)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,IC50,3235.94,nM
CHEMBL296662,COc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)cc1F,IC50,30.2,nM
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,3600,nM
CHEMBL155675,COc1ccc(-n2nc(-c3ccc(Cl)cc3)c3c2CCCCC3)cc1,IC50,1560,nM
CHEMBL27975,NS(=O)(=O)c1ccc(-n2ncc(Br)c2-c2ccc(Cl)cc2)cc1,IC50,30.9,nM
CHEMBL416146,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,IC50,611,nM
CHEMBL30011,COc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(Cl)cc2)cc1,IC50,758.58,nM
CHEMBL155185,CS(=O)(=O)c1ccc(-n2nc(-c3ccc(F)cc3)c3c2CCCC3)cc1,IC50,10000,nM
CHEMBL44362,Cc1c(C(O)C(F)(F)F)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,IC50,1445.44,nM
CHEMBL321182,Cc1cc(F)ccc1C1=C(c2ccc(S(C)(=O)=O)cc2)CCC1,IC50,75.86,nM
CHEMBL466861,CC(=O)OCO/N=[N+](\[O-])N1CCC[C@H]1COC(=O)c1ccccc1OC(C)=O,IC50,2200,nM
CHEMBL126683,Cc1cc(=O)c(Oc2ccc(I)cc2)c(-c2ccc(S(C)(=O)=O)cc2)o1,IC50,410,nM
CHEMBL51860,COc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1C,IC50,5.012,nM
CHEMBL29083,CCc1c(C(F)(F)F)nn(-c2ccc(S(N)(=O)=O)cc2)c1-c1ccc(Cl)cc1,IC50,28.18,nM
CHEMBL29500,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc3c(c2)CCC3)cc1,IC50,30.9,nM
CHEMBL4293133,C#CCSc1nc2ccccc2c(=O)n1-c1ccccc1,IC50,270,nM
CHEMBL4637729,O=[N+]([O-])c1ccc(-n2c(-c3ccc(Br)cc3)nc3ccccc32)cc1,IC50,102000,nM
CHEMBL24837,COc1ccc2c(c1)c(CC(=O)NCCCCO)c(C)n2C(=O)c1ccc(Cl)cc1,IC50,1200,nM
CHEMBL4792690,COc1ccc(Nc2nc(/C=C/c3ccccc3)nc3ccccc23)cc1,IC50,37300,nM
CHEMBL4760459,Cc1ccc(Nc2nc(/C=C/c3ccccc3)nc3cc(Br)ccc23)cc1,IC50,50000,nM
CHEMBL4873372,Cc1ccc(Nc2ccccc2C(=O)NCCc2c[nH]c3ccccc23)cn1,IC50,19600,nM
CHEMBL4868808,COc1ccc2oc(=O)cc(CSc3nnc(CSc4nc5ccccc5o4)o3)c2c1,IC50,32.93,ug.mL-1
CHEMBL276324,NS(=O)(=O)c1ccc(-c2sc(COc3cc(Cl)cc(Cl)c3)nc2-c2ccc(F)cc2)cc1,IC50,9,nM
CHEMBL237221,COc1ccc2c(c1)c(CCO[N+](=O)[O-])c(C)n2C(=O)c1ccc(Cl)cc1,IC50,10000,nM
CHEMBL4749908,Cc1ccc2[nH]cc(CCNC(=O)c3ccccc3Nc3ccccc3)c2c1,IC50,27050,nM
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,270,nM
CHEMBL272862,Cc1c(NCc2ccccc2)nc(-c2ccc(S(C)(=O)=O)cc2)nc1C(F)(F)F,IC50,18,nM
CHEMBL406527,CC[S+]([O-])c1cc(NCc2cccs2)nc(-c2ccc(S(C)(=O)=O)cc2)n1,IC50,37.6,nM
CHEMBL272208,CC(C)Nc1cc(NCc2ccccc2)nc(-c2ccc(S(C)(=O)=O)cc2)n1,IC50,273.8,nM
CHEMBL408216,CCS(=O)(=O)c1cc(NCc2cccs2)nc(-c2ccc(S(C)(=O)=O)cc2)n1,IC50,144.5,nM
CHEMBL403099,Cc1ccsc1CNc1cc(C(F)(F)F)nc(-c2ccc(S(C)(=O)=O)cc2)n1,IC50,527.8,nM
CHEMBL402784,CS(=O)(=O)Oc1ccc(CNc2cc(C(F)(F)F)nc(-c3ccc(S(C)(=O)=O)cc3)n2)cc1,IC50,10000,nM
CHEMBL4876413,Cc1nc2oc(-c3ccccc3)nn2c(=O)c1CCN1CCCCC1,IC50,99,nM
CHEMBL255174,COC(=O)c1ccc(/N=C/c2ccc(S(N)(=O)=O)cc2)cc1,IC50,3720,nM
CHEMBL257489,COc1ccc(/N=C/c2ccc(S(N)(=O)=O)cc2)cc1,IC50,4140,nM
CHEMBL270246,NS(=O)(=O)c1ccc(/N=C/c2ccc(C(F)(F)F)cc2)cc1,IC50,4600,nM
CHEMBL270671,CN(C)c1ccc(/C=N/c2ccc(S(N)(=O)=O)cc2)cc1,IC50,3360,nM
CHEMBL406434,COC(=O)c1ccc(/C=N/c2ccc(S(N)(=O)=O)cc2)cc1,IC50,2730,nM
CHEMBL427835,NS(=O)(=O)c1ccc(/N=C/c2ccc(F)cc2)cc1,IC50,2220,nM
CHEMBL3885367,COc1ccc2c(c1)c(CC(=O)NCCCCCCC(=O)NO)c(C)n2C(=O)c1ccc(Cl)cc1,IC50,330,nM
CHEMBL4848265,CC(C)Oc1nc(OCC(C)(C)O)c(-c2ccc(S(C)(=O)=O)cc2)cc1CO,IC50,4100,nM
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,12,nM
CHEMBL4786755,CC(=O)c1nnn(-c2ccc(S(N)(=O)=O)cc2)c1C,IC50,110,nM
CHEMBL521,CC(C)Cc1ccc(C(C)C(=O)O)cc1,IC50,1100,nM
CHEMBL4862802,CCCOc1nc(OCC(C)(C)O)c(-c2ccc(S(C)(=O)=O)cc2)cc1CO,IC50,600,nM
CHEMBL4867405,COCCOc1nc(OCC(C)(C)O)c(-c2ccc(S(C)(=O)=O)cc2)cc1CO,IC50,2950,nM
CHEMBL4868446,CC(C)(O)COc1nc(OCCC(F)(F)F)c(CO)cc1-c1ccc(S(C)(=O)=O)cc1,IC50,500,nM
CHEMBL4742702,COc1cc(O)cc(Br)c1O,IC50,4810,nM
CHEMBL175,CC(C)Cc1ccc([C@H](C)C(=O)O)cc1,IC50,2460,nM
CHEMBL320111,Cc1ccc(OC2=C(c3ccc(S(C)(=O)=O)cc3)C(C)(C)OC2=O)nc1,IC50,150,nM
CHEMBL571,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,IC50,26,nM
CHEMBL55348,COc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1Cl,IC50,13,nM
CHEMBL275838,CCCSc1nnc(-c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)s1,IC50,100000,nM
CHEMBL295707,COCc1cccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)c1,IC50,68100,nM
CHEMBL330314,NS(=O)(=O)c1ccc(C2=C(c3ccc(C(F)(F)F)cc3)CC3(CC3)C2)cc1,IC50,1,nM
CHEMBL122,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,IC50,107,nM
CHEMBL564729,CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nc(OCC3CCCCC3)n2)cc1,IC50,45,nM
CHEMBL552082,CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nc(OC3CCCCCCC3)n2)cc1,IC50,10,nM
CHEMBL551017,CC(C)Oc1nc(-c2ccc(S(C)(=O)=O)cc2)cc(C(F)(F)F)n1,IC50,63,nM
CHEMBL563759,CS(=O)(=O)c1ccc(-c2cc(C(N)=O)nc(NC3CCCCC3)n2)cc1,IC50,10000,nM
CHEMBL561086,CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nc(Nc3ccc(F)cc3)n2)cc1,IC50,7.2,nM
CHEMBL563455,CS(=O)(=O)c1ccc(-c2cnc(Cc3ccccc3)nc2-c2ccc(F)cc2)cc1,IC50,104,nM
CHEMBL562768,CS(=O)(=O)c1ccc(-c2cnc(NCc3ccccc3)nc2-c2ccc(F)cc2)cc1,IC50,686,nM
CHEMBL559422,CS(=O)(=O)c1ccc(-c2cnc(Sc3ccccc3)nc2-c2ccc(F)cc2)cc1,IC50,7200,nM
CHEMBL558270,CS(=O)(=O)c1ccc(-c2c(O)nc(Cc3ccc(O)cc3)nc2-c2ccc(F)cc2)cc1,IC50,,
CHEMBL17184,NS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)CC3(CC3)C2)cc1,IC50,3,nM
CHEMBL173961,CS(=O)(=O)c1ccc(-c2[nH]nnc2-c2ccccc2)cc1,IC50,30000,nM
CHEMBL42485,CS(=O)(=O)c1ccc(-c2cc(Br)sc2-c2ccc(F)cc2)cc1,IC50,60,nM
CHEMBL89578,CC1(C)CC(c2ccc(F)cc2)=C(c2ccc(S(C)(=O)=O)cc2)C1,IC50,15,nM
CHEMBL289484,CCOC(=O)c1cn(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(Cl)cc2)n1,IC50,5700,nM
CHEMBL322949,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)c(Cl)c3)CCC2)cc1,IC50,30,nM
CHEMBL108201,COc1ccc(C2=C(c3ccc(S(C)(=O)=O)cc3)CCC2)cc1,IC50,0.5,nM
CHEMBL1775104,Brc1ccc(Oc2ccc(OCCN3CCCC3)cc2)cc1,IC50,100000,nM
CHEMBL1775104,Brc1ccc(Oc2ccc(OCCN3CCCC3)cc2)cc1,IC50,5100,nM
CHEMBL1288468,Cc1ccc2c(c1)C=C(C(=O)O)C(C(F)(F)F)O2,IC50,250,nM
CHEMBL4281944,O=c1c2ccccc2nc(SCc2cc(-c3ccc(Cl)cc3)no2)n1-c1ccccc1,IC50,560,nM
CHEMBL108978,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cc3ccccc3cn2)cc1,IC50,1200,nM
CHEMBL28487,Nc1cnn(-c2ccc(S(N)(=O)=O)cc2)c1-c1ccccc1,IC50,29700,nM
CHEMBL157886,Cc1ccc(-n2nc(-c3ccc(Cl)cc3)c3c2CCCCC3)cc1,IC50,640,nM
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,30,nM
CHEMBL2171274,COC(=O)C(C)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,IC50,100000,nM
CHEMBL4084676, SF-1003,O=C(O)C1=Cc2cc(S(F)(F)(F)(F)F)cc(Br)c2O[C@@H]1C(F)(F)F,'=',8
CHEMBL4867315,Cc1cncc(Nc2ccccc2C(=O)NCCc2c[nH]c3ccccc23)c1,IC50,17650,nM
CHEMBL4755330,Cc1ccc(OCC(=O)NNC(=O)/C=C/c2ccc(O)c(O)c2)c(C)c1,IC50,2100,nM
CHEMBL4173819,Cc1ccc(Nc2nc(Cl)nc(Nc3ccc(N4CCOCC4=O)cc3)n2)cc1,IC50,70000,nM
CHEMBL4172724,O=C1COCCN1c1ccc(Nc2nc(Cl)nc(Nc3ccc(Br)cc3)n2)cc1,IC50,500,nM
CHEMBL4283242,O=c1c2ccccc2nc(SCc2cn(-c3ccc(Cl)cc3)nn2)n1-c1ccc(Cl)cc1,IC50,530,nM
CHEMBL3741026,C#Cc1cccc(Nc2ncnc3cc(OCCOC(=O)C(C)c4ccc(CC(C)C)cc4)c(OCCOC)cc23)c1,IC50,10000,nM
CHEMBL521,CC(C)Cc1ccc(C(C)C(=O)O)cc1,IC50,1400,nM
CHEMBL259842,CCc1cccc(C)c1Nc1ccccc1CC(=O)O,IC50,327,nM
CHEMBL6,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,IC50,1200,nM
CHEMBL4241591,Cc1ccc(-n2nc(COC(=O)COc3cc(O)c4c(=O)cc(-c5ccccc5)oc4c3)cc2-c2ccc(Cl)cc2)cc1,IC50,2120,nM
CHEMBL4248344,O=C(COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1)OCc1cc(-c2ccc(Br)cc2)n(-c2ccccc2)n1,IC50,2120,nM
CHEMBL4250397,O=C(COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1)OCc1cc(-c2ccc(Cl)c(Cl)c2)n(-c2ccc(Cl)cc2)n1,IC50,8580,nM
CHEMBL56367,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,IC50,1300,nM
CHEMBL2160141,Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccccc3C)C2)cc1C,IC50,6300,nM
CHEMBL2160139,Cc1cccc(C2CC(c3ccc(C)c(C)c3)=NN2C2=NC(=O)CS2)c1,IC50,2700,nM
CHEMBL4435662,CC[C@@H](C(=O)O)c1ccc2cc(OC)ccc2c1,IC50,,
CHEMBL237204,Cc1c(CC(=O)NCCCO[N+](=O)[O-])c2cc(O)ccc2n1C(=O)c1ccc(Cl)cc1,IC50,3500,nM
CHEMBL4848265,CC(C)Oc1nc(OCC(C)(C)O)c(-c2ccc(S(C)(=O)=O)cc2)cc1CO,IC50,50000,nM
CHEMBL521,CC(C)Cc1ccc(C(C)C(=O)O)cc1,IC50,14500,nM
CHEMBL6,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,IC50,2630,nM
CHEMBL4075910,CS(=O)(=O)c1ccc(-n2nccc2-c2ccc(Nc3nc(N4CCCCC4)nc(N4CCCCC4)n3)cc2)cc1,IC50,1960,nM
CHEMBL4080823,c1cc(-c2ccc(Nc3nc(N4CCCCC4)nc(N4CCCCC4)n3)cc2)on1,IC50,1980,nM
CHEMBL4435643,Cc1cccc(/C=C/C2=NNC(=O)CC2)c1,IC50,18.35,nM
CHEMBL3323320,CC(C)(C)C1=NN(c2ccc(C(=O)O)cc2)C(c2ccc(O)cc2)C1,IC50,100000,nM
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,17.79,nM
CHEMBL4639025,CSc1nc2ccccc2n1-c1csc(NC/C(C)=N/N=c2\scc(-c3ccccc3)n2-c2ccccc2)n1,IC50,58,nM
CHEMBL4642268,CSc1nc2ccccc2n1-c1csc(NC/C(C)=N/N=C2\SCC(=O)N2c2ccccc2)n1,IC50,67,nM
CHEMBL3113227,O=S(=O)(C1CC1)N(c1ccncc1Nc1ccccc1)S(=O)(=O)C1CC1,IC50,56760,nM
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,870,nM
CHEMBL4071061,Cc1ccc(NC(=O)c2c(N=Cc3ccco3)c(C#N)c3n2CCC3)cc1,IC50,190,nM
